Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Days,Month,Year,Use IF Statement,Left(4 Char),Mid,Right,Change  Date Format,TRIm,Concat,Change Date Format1,SUM,SUMIF,SUMIFS,COUNT,Countif,Countifs
351,9/25/2023,CUST351,Female,56,Clothing,3,30,90,25,9,2023,0,Clot,lothi,hing,25/09/2023,Clothing,3090,25-09-2023,,,,,,
352,6/11/2023,CUST352,Male,57,Electronics,2,500,1000,11,6,2023,0,Elec,lectr,nics,11/06/2023,Electronics,5001000,11-06-2023,,,,,,
353,5/14/2023,CUST353,Male,31,Electronics,1,500,500,14,5,2023,0,Elec,lectr,nics,14/05/2023,Electronics,500500,14-05-2023,,,,,,
354,4/15/2023,CUST354,Female,49,Beauty,4,50,200,15,4,2023,1,Beau,eauty,auty,15/04/2023,Beauty,50200,15-04-2023,,,,,,
355,12/9/2023,CUST355,Female,55,Electronics,1,500,500,9,12,2023,0,Elec,lectr,nics,09/12/2023,Electronics,500500,09-12-2023,,,,,,
356,6/10/2023,CUST356,Male,50,Electronics,3,500,1500,10,6,2023,0,Elec,lectr,nics,10/06/2023,Electronics,5001500,10-06-2023,,,,,,
357,5/3/2023,CUST357,Female,40,Electronics,3,25,75,3,5,2023,0,Elec,lectr,nics,03/05/2023,Electronics,2575,03-05-2023,,,,,,
358,5/16/2023,CUST358,Female,32,Beauty,1,300,300,16,5,2023,1,Beau,eauty,auty,16/05/2023,Beauty,300300,16-05-2023,,,,,,
359,7/22/2023,CUST359,Male,50,Clothing,1,50,50,22,7,2023,0,Clot,lothi,hing,22/07/2023,Clothing,5050,22-07-2023,,,,,,
360,3/9/2023,CUST360,Male,42,Clothing,4,25,100,9,3,2023,0,Clot,lothi,hing,09/03/2023,Clothing,25100,09-03-2023,,,,,,
361,12/10/2023,CUST361,Female,34,Electronics,4,300,1200,10,12,2023,0,Elec,lectr,nics,10/12/2023,Electronics,3001200,10-12-2023,,,,,,
362,11/27/2023,CUST362,Male,50,Clothing,1,25,25,27,11,2023,0,Clot,lothi,hing,27/11/2023,Clothing,2525,27-11-2023,,,,,,
363,6/3/2023,CUST363,Male,64,Beauty,1,25,25,3,6,2023,1,Beau,eauty,auty,03/06/2023,Beauty,2525,03-06-2023,,,,,,
364,8/23/2023,CUST364,Female,19,Beauty,1,500,500,23,8,2023,1,Beau,eauty,auty,23/08/2023,Beauty,500500,23-08-2023,,,,,,
365,6/11/2023,CUST365,Male,31,Clothing,1,300,300,11,6,2023,0,Clot,lothi,hing,11/06/2023,Clothing,300300,11-06-2023,,,,,,
366,2/7/2023,CUST366,Male,57,Clothing,2,50,100,7,2,2023,0,Clot,lothi,hing,07/02/2023,Clothing,50100,07-02-2023,,,,,,
367,1/5/2023,CUST367,Female,57,Electronics,1,50,50,5,1,2023,0,Elec,lectr,nics,05/01/2023,Electronics,5050,05-01-2023,,,,,,
368,8/23/2023,CUST368,Female,56,Clothing,4,300,1200,23,8,2023,0,Clot,lothi,hing,23/08/2023,Clothing,3001200,23-08-2023,,,,,,
369,11/15/2023,CUST369,Male,23,Electronics,3,500,1500,15,11,2023,0,Elec,lectr,nics,15/11/2023,Electronics,5001500,15-11-2023,,,,,,
370,10/16/2023,CUST370,Male,23,Electronics,2,30,60,16,10,2023,0,Elec,lectr,nics,16/10/2023,Electronics,3060,16-10-2023,,,,,,
371,2/21/2023,CUST371,Female,20,Beauty,1,25,25,21,2,2023,1,Beau,eauty,auty,21/02/2023,Beauty,2525,21-02-2023,,,,,,
372,2/7/2023,CUST372,Female,24,Beauty,3,500,1500,7,2,2023,1,Beau,eauty,auty,07/02/2023,Beauty,5001500,07-02-2023,,,,,,
373,10/3/2023,CUST373,Female,25,Beauty,2,300,600,3,10,2023,1,Beau,eauty,auty,03/10/2023,Beauty,300600,03-10-2023,,,,,,
374,4/20/2023,CUST374,Female,59,Beauty,3,25,75,20,4,2023,1,Beau,eauty,auty,20/04/2023,Beauty,2575,20-04-2023,,,,,,
375,9/17/2023,CUST375,Male,32,Clothing,1,50,50,17,9,2023,0,Clot,lothi,hing,17/09/2023,Clothing,5050,17-09-2023,,,,,,
376,5/16/2023,CUST376,Female,64,Beauty,1,30,30,16,5,2023,1,Beau,eauty,auty,16/05/2023,Beauty,3030,16-05-2023,,,,,,
377,3/9/2023,CUST377,Female,46,Clothing,4,50,200,9,3,2023,0,Clot,lothi,hing,09/03/2023,Clothing,50200,09-03-2023,,,,,,
378,6/28/2023,CUST378,Male,50,Beauty,1,300,300,28,6,2023,1,Beau,eauty,auty,28/06/2023,Beauty,300300,28-06-2023,,,,,,
379,2/5/2023,CUST379,Female,47,Clothing,1,25,25,5,2,2023,0,Clot,lothi,hing,05/02/2023,Clothing,2525,05-02-2023,,,,,,
380,5/6/2023,CUST380,Male,56,Electronics,2,300,600,6,5,2023,0,Elec,lectr,nics,06/05/2023,Electronics,300600,06-05-2023,,,,,,
381,7/9/2023,CUST381,Female,44,Clothing,4,25,100,9,7,2023,0,Clot,lothi,hing,09/07/2023,Clothing,25100,09-07-2023,,,,,,
382,5/26/2023,CUST382,Female,53,Clothing,2,500,1000,26,5,2023,0,Clot,lothi,hing,26/05/2023,Clothing,5001000,26-05-2023,,,,,,
383,3/22/2023,CUST383,Female,46,Beauty,3,30,90,22,3,2023,1,Beau,eauty,auty,22/03/2023,Beauty,3090,22-03-2023,,,,,,
384,8/13/2023,CUST384,Male,55,Clothing,1,500,500,13,8,2023,0,Clot,lothi,hing,13/08/2023,Clothing,500500,13-08-2023,,,,,,
385,10/6/2023,CUST385,Male,50,Electronics,3,500,1500,6,10,2023,0,Elec,lectr,nics,06/10/2023,Electronics,5001500,06-10-2023,,,,,,
386,12/27/2023,CUST386,Female,54,Electronics,2,300,600,27,12,2023,0,Elec,lectr,nics,27/12/2023,Electronics,300600,27-12-2023,,,,,,
387,6/4/2023,CUST387,Male,44,Beauty,1,30,30,4,6,2023,1,Beau,eauty,auty,04/06/2023,Beauty,3030,04-06-2023,,,,,,
388,11/10/2023,CUST388,Male,50,Electronics,1,25,25,10,11,2023,0,Elec,lectr,nics,10/11/2023,Electronics,2525,10-11-2023,,,,,,
389,12/1/2023,CUST389,Male,21,Clothing,2,25,50,1,12,2023,0,Clot,lothi,hing,01/12/2023,Clothing,2550,01-12-2023,,,,,,
390,9/28/2023,CUST390,Male,39,Electronics,2,50,100,28,9,2023,0,Elec,lectr,nics,28/09/2023,Electronics,50100,28-09-2023,,,,,,
391,1/5/2023,CUST391,Male,19,Beauty,2,25,50,5,1,2023,1,Beau,eauty,auty,05/01/2023,Beauty,2550,05-01-2023,,,,,,
392,12/8/2023,CUST392,Male,27,Clothing,2,300,600,8,12,2023,0,Clot,lothi,hing,08/12/2023,Clothing,300600,08-12-2023,,,,,,
393,10/11/2023,CUST393,Female,22,Beauty,2,500,1000,11,10,2023,1,Beau,eauty,auty,11/10/2023,Beauty,5001000,11-10-2023,,,,,,
394,6/3/2023,CUST394,Female,27,Clothing,1,500,500,3,6,2023,0,Clot,lothi,hing,03/06/2023,Clothing,500500,03-06-2023,,,,,,
395,12/6/2023,CUST395,Male,50,Electronics,2,500,1000,6,12,2023,0,Elec,lectr,nics,06/12/2023,Electronics,5001000,06-12-2023,,,,,,
396,2/23/2023,CUST396,Female,55,Beauty,1,30,30,23,2,2023,1,Beau,eauty,auty,23/02/2023,Beauty,3030,23-02-2023,,,,,,
397,3/10/2023,CUST397,Female,30,Beauty,1,25,25,10,3,2023,1,Beau,eauty,auty,10/03/2023,Beauty,2525,10-03-2023,,,,,,
398,5/16/2023,CUST398,Female,48,Clothing,2,300,600,16,5,2023,0,Clot,lothi,hing,16/05/2023,Clothing,300600,16-05-2023,,,,,,
399,3/1/2023,CUST399,Female,64,Beauty,2,30,60,1,3,2023,1,Beau,eauty,auty,01/03/2023,Beauty,3060,01-03-2023,,,,,,
400,2/24/2023,CUST400,Male,53,Clothing,4,50,200,24,2,2023,0,Clot,lothi,hing,24/02/2023,Clothing,50200,24-02-2023,,,,,,
401,10/11/2023,CUST401,Female,62,Clothing,1,300,300,11,10,2023,0,Clot,lothi,hing,11/10/2023,Clothing,300300,11-10-2023,,,,,,
402,3/21/2023,CUST402,Female,41,Clothing,2,300,600,21,3,2023,0,Clot,lothi,hing,21/03/2023,Clothing,300600,21-03-2023,,,,,,
403,5/20/2023,CUST403,Male,32,Clothing,2,300,600,20,5,2023,0,Clot,lothi,hing,20/05/2023,Clothing,300600,20-05-2023,,,,,,
404,5/25/2023,CUST404,Male,46,Electronics,2,500,1000,25,5,2023,0,Elec,lectr,nics,25/05/2023,Electronics,5001000,25-05-2023,,,,,,
405,11/6/2023,CUST405,Female,25,Clothing,4,300,1200,6,11,2023,0,Clot,lothi,hing,06/11/2023,Clothing,3001200,06-11-2023,,,,,,
406,4/18/2023,CUST406,Female,22,Beauty,4,25,100,18,4,2023,1,Beau,eauty,auty,18/04/2023,Beauty,25100,18-04-2023,,,,,,
407,6/25/2023,CUST407,Female,46,Electronics,3,300,900,25,6,2023,0,Elec,lectr,nics,25/06/2023,Electronics,300900,25-06-2023,,,,,,
408,4/15/2023,CUST408,Female,64,Beauty,1,500,500,15,4,2023,1,Beau,eauty,auty,15/04/2023,Beauty,500500,15-04-2023,,,,,,
409,12/18/2023,CUST409,Female,21,Electronics,3,300,900,18,12,2023,0,Elec,lectr,nics,18/12/2023,Electronics,300900,18-12-2023,,,,,,
410,11/21/2023,CUST410,Female,29,Clothing,2,50,100,21,11,2023,0,Clot,lothi,hing,21/11/2023,Clothing,50100,21-11-2023,,,,,,
411,5/16/2023,CUST411,Male,62,Electronics,4,50,200,16,5,2023,0,Elec,lectr,nics,16/05/2023,Electronics,50200,16-05-2023,,,,,,
412,9/16/2023,CUST412,Female,19,Electronics,4,500,2000,16,9,2023,0,Elec,lectr,nics,16/09/2023,Electronics,5002000,16-09-2023,,,,,,
413,9/8/2023,CUST413,Female,44,Beauty,3,25,75,8,9,2023,1,Beau,eauty,auty,08/09/2023,Beauty,2575,08-09-2023,,,,,,
414,5/9/2023,CUST414,Male,48,Beauty,4,25,100,9,5,2023,1,Beau,eauty,auty,09/05/2023,Beauty,25100,09-05-2023,,,,,,
415,1/27/2023,CUST415,Male,53,Clothing,2,30,60,27,1,2023,0,Clot,lothi,hing,27/01/2023,Clothing,3060,27-01-2023,,,,,,
416,2/17/2023,CUST416,Male,53,Electronics,4,500,2000,17,2,2023,0,Elec,lectr,nics,17/02/2023,Electronics,5002000,17-02-2023,,,,,,
417,11/21/2023,CUST417,Male,43,Electronics,3,300,900,21,11,2023,0,Elec,lectr,nics,21/11/2023,Electronics,300900,21-11-2023,,,,,,
418,8/5/2023,CUST418,Female,60,Electronics,2,500,1000,5,8,2023,0,Elec,lectr,nics,05/08/2023,Electronics,5001000,05-08-2023,,,,,,
419,5/22/2023,CUST419,Female,44,Clothing,3,30,90,22,5,2023,0,Clot,lothi,hing,22/05/2023,Clothing,3090,22-05-2023,,,,,,
420,1/23/2023,CUST420,Female,22,Clothing,4,500,2000,23,1,2023,0,Clot,lothi,hing,23/01/2023,Clothing,5002000,23-01-2023,,,,,,
421,1/2/2023,CUST421,Female,37,Clothing,3,500,1500,2,1,2023,0,Clot,lothi,hing,02/01/2023,Clothing,5001500,02-01-2023,,,,,,
422,6/20/2023,CUST422,Female,28,Clothing,3,30,90,20,6,2023,0,Clot,lothi,hing,20/06/2023,Clothing,3090,20-06-2023,,,,,,
423,3/8/2023,CUST423,Female,27,Clothing,1,25,25,8,3,2023,0,Clot,lothi,hing,08/03/2023,Clothing,2525,08-03-2023,,,,,,
424,11/23/2023,CUST424,Male,57,Beauty,4,300,1200,23,11,2023,1,Beau,eauty,auty,23/11/2023,Beauty,3001200,23-11-2023,,,,,,
425,5/15/2023,CUST425,Female,55,Electronics,4,30,120,15,5,2023,0,Elec,lectr,nics,15/05/2023,Electronics,30120,15-05-2023,,,,,,
426,3/24/2023,CUST426,Male,23,Electronics,3,50,150,24,3,2023,0,Elec,lectr,nics,24/03/2023,Electronics,50150,24-03-2023,,,,,,
427,8/15/2023,CUST427,Male,25,Electronics,1,25,25,15,8,2023,0,Elec,lectr,nics,15/08/2023,Electronics,2525,15-08-2023,,,,,,
428,10/10/2023,CUST428,Female,40,Electronics,4,50,200,10,10,2023,0,Elec,lectr,nics,10/10/2023,Electronics,50200,10-10-2023,,,,,,
429,12/28/2023,CUST429,Male,64,Electronics,2,25,50,28,12,2023,0,Elec,lectr,nics,28/12/2023,Electronics,2550,28-12-2023,,,,,,
430,8/7/2023,CUST430,Female,43,Electronics,3,300,900,7,8,2023,0,Elec,lectr,nics,07/08/2023,Electronics,300900,07-08-2023,,,,,,
431,10/15/2023,CUST431,Male,63,Electronics,4,300,1200,15,10,2023,0,Elec,lectr,nics,15/10/2023,Electronics,3001200,15-10-2023,,,,,,
432,1/5/2023,CUST432,Female,60,Electronics,2,500,1000,5,1,2023,0,Elec,lectr,nics,05/01/2023,Electronics,5001000,05-01-2023,,,,,,
433,2/27/2023,CUST433,Male,29,Beauty,4,50,200,27,2,2023,1,Beau,eauty,auty,27/02/2023,Beauty,50200,27-02-2023,,,,,,
434,2/8/2023,CUST434,Female,43,Electronics,2,25,50,8,2,2023,0,Elec,lectr,nics,08/02/2023,Electronics,2550,08-02-2023,,,,,,
435,12/20/2023,CUST435,Female,30,Beauty,3,300,900,20,12,2023,1,Beau,eauty,auty,20/12/2023,Beauty,300900,20-12-2023,,,,,,
436,3/18/2023,CUST436,Female,57,Clothing,4,30,120,18,3,2023,0,Clot,lothi,hing,18/03/2023,Clothing,30120,18-03-2023,,,,,,
437,10/7/2023,CUST437,Female,35,Electronics,4,300,1200,7,10,2023,0,Elec,lectr,nics,07/10/2023,Electronics,3001200,07-10-2023,,,,,,
438,1/19/2023,CUST438,Female,42,Clothing,1,30,30,19,1,2023,0,Clot,lothi,hing,19/01/2023,Clothing,3030,19-01-2023,,,,,,
439,7/9/2023,CUST439,Male,50,Clothing,3,25,75,9,7,2023,0,Clot,lothi,hing,09/07/2023,Clothing,2575,09-07-2023,,,,,,
440,10/26/2023,CUST440,Male,64,Clothing,2,300,600,26,10,2023,0,Clot,lothi,hing,26/10/2023,Clothing,300600,26-10-2023,,,,,,
441,10/10/2023,CUST441,Male,57,Beauty,4,300,1200,10,10,2023,1,Beau,eauty,auty,10/10/2023,Beauty,3001200,10-10-2023,,,,,,
442,3/17/2023,CUST442,Female,60,Clothing,4,25,100,17,3,2023,0,Clot,lothi,hing,17/03/2023,Clothing,25100,17-03-2023,,,,,,
443,8/9/2023,CUST443,Male,29,Clothing,2,300,600,9,8,2023,0,Clot,lothi,hing,09/08/2023,Clothing,300600,09-08-2023,,,,,,
444,3/7/2023,CUST444,Female,61,Clothing,3,30,90,7,3,2023,0,Clot,lothi,hing,07/03/2023,Clothing,3090,07-03-2023,,,,,,
445,1/22/2023,CUST445,Female,53,Electronics,1,300,300,22,1,2023,0,Elec,lectr,nics,22/01/2023,Electronics,300300,22-01-2023,,,,,,
446,6/7/2023,CUST446,Male,21,Electronics,1,50,50,7,6,2023,0,Elec,lectr,nics,07/06/2023,Electronics,5050,07-06-2023,,,,,,
447,7/6/2023,CUST447,Male,22,Beauty,4,500,2000,6,7,2023,1,Beau,eauty,auty,06/07/2023,Beauty,5002000,06-07-2023,,,,,,
448,1/21/2023,CUST448,Female,54,Beauty,2,30,60,21,1,2023,1,Beau,eauty,auty,21/01/2023,Beauty,3060,21-01-2023,,,,,,
449,7/3/2023,CUST449,Male,25,Electronics,4,50,200,3,7,2023,0,Elec,lectr,nics,03/07/2023,Electronics,50200,03-07-2023,,,,,,
450,4/18/2023,CUST450,Female,59,Beauty,2,25,50,18,4,2023,1,Beau,eauty,auty,18/04/2023,Beauty,2550,18-04-2023,,,,,,
451,12/16/2023,CUST451,Female,45,Electronics,1,30,30,16,12,2023,0,Elec,lectr,nics,16/12/2023,Electronics,3030,16-12-2023,,,,,,
452,5/8/2023,CUST452,Female,48,Clothing,3,500,1500,8,5,2023,0,Clot,lothi,hing,08/05/2023,Clothing,5001500,08-05-2023,,,,,,
453,12/8/2023,CUST453,Female,26,Clothing,2,500,1000,8,12,2023,0,Clot,lothi,hing,08/12/2023,Clothing,5001000,08-12-2023,,,,,,
454,2/22/2023,CUST454,Female,46,Beauty,1,25,25,22,2,2023,1,Beau,eauty,auty,22/02/2023,Beauty,2525,22-02-2023,,,,,,
455,7/1/2023,CUST455,Male,31,Electronics,4,25,100,1,7,2023,0,Elec,lectr,nics,01/07/2023,Electronics,25100,01-07-2023,,,,,,
456,10/14/2023,CUST456,Male,57,Electronics,2,30,60,14,10,2023,0,Elec,lectr,nics,14/10/2023,Electronics,3060,14-10-2023,,,,,,
457,7/28/2023,CUST457,Female,58,Beauty,3,300,900,28,7,2023,1,Beau,eauty,auty,28/07/2023,Beauty,300900,28-07-2023,,,,,,
458,11/14/2023,CUST458,Female,39,Electronics,4,25,100,14,11,2023,0,Elec,lectr,nics,14/11/2023,Electronics,25100,14-11-2023,,,,,,
459,3/21/2023,CUST459,Male,28,Clothing,4,300,1200,21,3,2023,0,Clot,lothi,hing,21/03/2023,Clothing,3001200,21-03-2023,,,,,,
460,5/2/2023,CUST460,Male,40,Beauty,1,50,50,2,5,2023,1,Beau,eauty,auty,02/05/2023,Beauty,5050,02-05-2023,,,,,,
461,3/25/2023,CUST461,Female,18,Beauty,2,500,1000,25,3,2023,1,Beau,eauty,auty,25/03/2023,Beauty,5001000,25-03-2023,,,,,,
462,4/1/2023,CUST462,Male,63,Electronics,4,300,1200,1,4,2023,0,Elec,lectr,nics,01/04/2023,Electronics,3001200,01-04-2023,,,,,,
463,7/31/2023,CUST463,Female,54,Beauty,3,500,1500,31,7,2023,1,Beau,eauty,auty,31/07/2023,Beauty,5001500,31-07-2023,,,,,,
464,1/13/2023,CUST464,Male,38,Electronics,2,300,600,13,1,2023,0,Elec,lectr,nics,13/01/2023,Electronics,300600,13-01-2023,,,,,,
465,4/2/2023,CUST465,Female,43,Electronics,3,50,150,2,4,2023,0,Elec,lectr,nics,02/04/2023,Electronics,50150,02-04-2023,,,,,,
466,6/20/2023,CUST466,Male,63,Electronics,4,25,100,20,6,2023,0,Elec,lectr,nics,20/06/2023,Electronics,25100,20-06-2023,,,,,,
467,7/30/2023,CUST467,Female,53,Electronics,3,50,150,30,7,2023,0,Elec,lectr,nics,30/07/2023,Electronics,50150,30-07-2023,,,,,,
468,12/9/2023,CUST468,Male,40,Electronics,1,25,25,9,12,2023,0,Elec,lectr,nics,09/12/2023,Electronics,2525,09-12-2023,,,,,,
469,5/8/2023,CUST469,Male,18,Beauty,3,25,75,8,5,2023,1,Beau,eauty,auty,08/05/2023,Beauty,2575,08-05-2023,,,,,,
470,5/17/2023,CUST470,Female,57,Clothing,2,500,1000,17,5,2023,0,Clot,lothi,hing,17/05/2023,Clothing,5001000,17-05-2023,,,,,,
471,3/23/2023,CUST471,Male,32,Clothing,3,50,150,23,3,2023,0,Clot,lothi,hing,23/03/2023,Clothing,50150,23-03-2023,,,,,,
472,12/26/2023,CUST472,Female,38,Beauty,3,300,900,26,12,2023,1,Beau,eauty,auty,26/12/2023,Beauty,300900,26-12-2023,,,,,,
473,2/25/2023,CUST473,Male,64,Beauty,1,50,50,25,2,2023,1,Beau,eauty,auty,25/02/2023,Beauty,5050,25-02-2023,,,,,,
474,7/15/2023,CUST474,Female,26,Clothing,3,500,1500,15,7,2023,0,Clot,lothi,hing,15/07/2023,Clothing,5001500,15-07-2023,,,,,,
475,1/20/2023,CUST475,Male,26,Clothing,3,25,75,20,1,2023,0,Clot,lothi,hing,20/01/2023,Clothing,2575,20-01-2023,,,,,,
476,8/29/2023,CUST476,Female,27,Clothing,4,500,2000,29,8,2023,0,Clot,lothi,hing,29/08/2023,Clothing,5002000,29-08-2023,,,,,,
477,4/24/2023,CUST477,Male,43,Clothing,4,30,120,24,4,2023,0,Clot,lothi,hing,24/04/2023,Clothing,30120,24-04-2023,,,,,,
478,4/13/2023,CUST478,Female,58,Clothing,2,30,60,13,4,2023,0,Clot,lothi,hing,13/04/2023,Clothing,3060,13-04-2023,,,,,,
479,8/24/2023,CUST479,Male,52,Electronics,4,300,1200,24,8,2023,0,Elec,lectr,nics,24/08/2023,Electronics,3001200,24-08-2023,,,,,,
480,6/29/2023,CUST480,Female,42,Beauty,4,500,2000,29,6,2023,1,Beau,eauty,auty,29/06/2023,Beauty,5002000,29-06-2023,,,,,,
481,6/6/2023,CUST481,Female,43,Electronics,4,300,1200,6,6,2023,0,Elec,lectr,nics,06/06/2023,Electronics,3001200,06-06-2023,,,,,,
482,4/27/2023,CUST482,Female,28,Clothing,4,300,1200,27,4,2023,0,Clot,lothi,hing,27/04/2023,Clothing,3001200,27-04-2023,,,,,,
483,4/25/2023,CUST483,Male,55,Clothing,1,30,30,25,4,2023,0,Clot,lothi,hing,25/04/2023,Clothing,3030,25-04-2023,,,,,,
484,1/13/2023,CUST484,Female,19,Clothing,4,300,1200,13,1,2023,0,Clot,lothi,hing,13/01/2023,Clothing,3001200,13-01-2023,,,,,,
485,12/4/2023,CUST485,Male,24,Electronics,1,30,30,4,12,2023,0,Elec,lectr,nics,04/12/2023,Electronics,3030,04-12-2023,,,,,,
486,4/9/2023,CUST486,Female,35,Electronics,1,25,25,9,4,2023,0,Elec,lectr,nics,09/04/2023,Electronics,2525,09-04-2023,,,,,,
487,7/24/2023,CUST487,Male,44,Clothing,4,500,2000,24,7,2023,0,Clot,lothi,hing,24/07/2023,Clothing,5002000,24-07-2023,,,,,,
488,6/18/2023,CUST488,Female,51,Electronics,3,300,900,18,6,2023,0,Elec,lectr,nics,18/06/2023,Electronics,300900,18-06-2023,,,,,,
489,5/23/2023,CUST489,Male,44,Electronics,1,30,30,23,5,2023,0,Elec,lectr,nics,23/05/2023,Electronics,3030,23-05-2023,,,,,,
490,2/5/2023,CUST490,Male,34,Clothing,3,50,150,5,2,2023,0,Clot,lothi,hing,05/02/2023,Clothing,50150,05-02-2023,,,,,,
491,5/23/2023,CUST491,Female,60,Electronics,3,300,900,23,5,2023,0,Elec,lectr,nics,23/05/2023,Electronics,300900,23-05-2023,,,,,,
492,6/29/2023,CUST492,Male,61,Beauty,4,25,100,29,6,2023,1,Beau,eauty,auty,29/06/2023,Beauty,25100,29-06-2023,,,,,,
493,11/25/2023,CUST493,Male,41,Beauty,2,25,50,25,11,2023,1,Beau,eauty,auty,25/11/2023,Beauty,2550,25-11-2023,,,,,,
494,9/18/2023,CUST494,Female,42,Beauty,4,50,200,18,9,2023,1,Beau,eauty,auty,18/09/2023,Beauty,50200,18-09-2023,,,,,,
495,7/24/2023,CUST495,Male,24,Beauty,2,30,60,24,7,2023,1,Beau,eauty,auty,24/07/2023,Beauty,3060,24-07-2023,,,,,,
496,12/14/2023,CUST496,Male,23,Clothing,2,300,600,14,12,2023,0,Clot,lothi,hing,14/12/2023,Clothing,300600,14-12-2023,,,,,,
497,10/2/2023,CUST497,Male,41,Clothing,4,30,120,2,10,2023,0,Clot,lothi,hing,02/10/2023,Clothing,30120,02-10-2023,,,,,,
498,6/19/2023,CUST498,Female,50,Clothing,4,25,100,19,6,2023,0,Clot,lothi,hing,19/06/2023,Clothing,25100,19-06-2023,,,,,,
499,1/15/2023,CUST499,Male,46,Beauty,2,30,60,15,1,2023,1,Beau,eauty,auty,15/01/2023,Beauty,3060,15-01-2023,,,,,,
500,3/1/2023,CUST500,Female,60,Beauty,4,25,100,1,3,2023,1,Beau,eauty,auty,01/03/2023,Beauty,25100,01-03-2023,,,,,,
501,5/14/2023,CUST501,Male,39,Electronics,2,30,60,14,5,2023,0,Elec,lectr,nics,14/05/2023,Electronics,3060,14-05-2023,,,,,,
502,4/2/2023,CUST502,Male,43,Electronics,3,50,150,2,4,2023,0,Elec,lectr,nics,02/04/2023,Electronics,50150,02-04-2023,,,,,,
503,10/25/2023,CUST503,Male,45,Beauty,4,500,2000,25,10,2023,1,Beau,eauty,auty,25/10/2023,Beauty,5002000,25-10-2023,,,,,,
504,5/16/2023,CUST504,Female,38,Beauty,3,50,150,16,5,2023,1,Beau,eauty,auty,16/05/2023,Beauty,50150,16-05-2023,,,,,,
505,1/20/2023,CUST505,Male,24,Beauty,1,50,50,20,1,2023,1,Beau,eauty,auty,20/01/2023,Beauty,5050,20-01-2023,,,,,,
506,2/25/2023,CUST506,Male,34,Beauty,3,500,1500,25,2,2023,1,Beau,eauty,auty,25/02/2023,Beauty,5001500,25-02-2023,,,,,,
507,11/2/2023,CUST507,Female,37,Electronics,3,500,1500,2,11,2023,0,Elec,lectr,nics,02/11/2023,Electronics,5001500,02-11-2023,,,,,,
508,8/11/2023,CUST508,Male,58,Beauty,2,300,600,11,8,2023,1,Beau,eauty,auty,11/08/2023,Beauty,300600,11-08-2023,,,,,,
509,6/26/2023,CUST509,Female,37,Electronics,3,300,900,26,6,2023,0,Elec,lectr,nics,26/06/2023,Electronics,300900,26-06-2023,,,,,,
510,6/10/2023,CUST510,Female,39,Beauty,4,50,200,10,6,2023,1,Beau,eauty,auty,10/06/2023,Beauty,50200,10-06-2023,,,,,,
511,8/12/2023,CUST511,Male,45,Beauty,2,50,100,12,8,2023,1,Beau,eauty,auty,12/08/2023,Beauty,50100,12-08-2023,,,,,,
512,11/7/2023,CUST512,Female,57,Beauty,1,25,25,7,11,2023,1,Beau,eauty,auty,07/11/2023,Beauty,2525,07-11-2023,,,,,,
513,9/19/2023,CUST513,Male,24,Electronics,4,25,100,19,9,2023,0,Elec,lectr,nics,19/09/2023,Electronics,25100,19-09-2023,,,,,,
514,3/1/2023,CUST514,Female,18,Electronics,1,300,300,1,3,2023,0,Elec,lectr,nics,01/03/2023,Electronics,300300,01-03-2023,,,,,,
515,7/17/2023,CUST515,Female,49,Clothing,3,300,900,17,7,2023,0,Clot,lothi,hing,17/07/2023,Clothing,300900,17-07-2023,,,,,,
516,10/23/2023,CUST516,Male,30,Beauty,4,25,100,23,10,2023,1,Beau,eauty,auty,23/10/2023,Beauty,25100,23-10-2023,,,,,,
517,4/8/2023,CUST517,Female,47,Clothing,4,25,100,8,4,2023,0,Clot,lothi,hing,08/04/2023,Clothing,25100,08-04-2023,,,,,,
518,5/11/2023,CUST518,Female,40,Clothing,1,30,30,11,5,2023,0,Clot,lothi,hing,11/05/2023,Clothing,3030,11-05-2023,,,,,,
519,1/23/2023,CUST519,Female,36,Electronics,4,30,120,23,1,2023,0,Elec,lectr,nics,23/01/2023,Electronics,30120,23-01-2023,,,,,,
520,12/29/2023,CUST520,Female,49,Electronics,4,25,100,29,12,2023,0,Elec,lectr,nics,29/12/2023,Electronics,25100,29-12-2023,,,,,,
521,8/12/2023,CUST521,Female,47,Clothing,4,30,120,12,8,2023,0,Clot,lothi,hing,12/08/2023,Clothing,30120,12-08-2023,,,,,,
522,1/1/2023,CUST522,Male,46,Beauty,3,500,1500,1,1,2023,1,Beau,eauty,auty,01/01/2023,Beauty,5001500,01-01-2023,,,,,,
523,9/24/2023,CUST523,Female,62,Electronics,1,300,300,24,9,2023,0,Elec,lectr,nics,24/09/2023,Electronics,300300,24-09-2023,,,,,,
524,10/3/2023,CUST524,Male,46,Beauty,4,300,1200,3,10,2023,1,Beau,eauty,auty,03/10/2023,Beauty,3001200,03-10-2023,,,,,,
525,12/18/2023,CUST525,Female,47,Beauty,2,25,50,18,12,2023,1,Beau,eauty,auty,18/12/2023,Beauty,2550,18-12-2023,,,,,,
526,12/10/2023,CUST526,Male,33,Clothing,2,50,100,10,12,2023,0,Clot,lothi,hing,10/12/2023,Clothing,50100,10-12-2023,,,,,,
